"customerid","personid","salesorderid","totaldue"
15455,16248,48858,"2699.9018"
15456,20023,66956,"700.5258"
15456,20023,46865,"2410.6266"
15457,3187,66521,"662.9779"
15457,3187,46687,"2410.6266"
15460,17295,69032,"624.314"
15460,17295,46677,"2410.6266"
15461,6628,66985,"5.514"
15461,6628,52699,"92.7869"
15462,17192,68555,"711.0344"
15462,17192,48939,"2699.9018"
15463,4252,68630,"686.1277"
15463,4252,48999,"2410.6266"
15464,9602,73040,"2.5305"
15464,9602,65806,"38.6529"
15465,6358,67213,"11.3152"
15465,6358,53723,"33.139"
15466,15877,72481,"888.9504"
15466,15877,48437,"865.204"
15467,5584,74066,"937.5594"
15467,5584,48661,"865.204"
15468,19571,68109,"288.8249"
15468,19571,67793,"16.5529"
15468,19571,53164,"176.789"
15471,11499,72162,"927.6254"
15471,11499,48447,"865.204"
15472,20471,73231,"859.0712"
15472,20471,48416,"865.204"
15473,3962,72045,"850.2865"
15473,3962,48406,"865.204"
15474,6334,72907,"987.2844"
15474,6334,48637,"865.204"
15475,20594,74068,"888.9394"
15475,20594,48638,"865.204"
15478,7593,64813,"16.5529"
15478,7593,54695,"142.5119"
15478,7593,51986,"42.9624"
15480,16259,64654,"2535.964"
15480,16259,48925,"865.204"
15481,2438,64427,"2618.8169"
15481,2438,48915,"865.204"
15482,6054,63532,"2587.3133"
15482,6054,48888,"865.204"
15483,10837,63791,"2582.6834"
15483,10837,48872,"865.204"
15484,5991,64999,"2648.6408"
15484,5991,48982,"865.204"
15488,14698,68566,"16.5529"
15488,14698,64868,"110.5995"
15488,14698,59870,"55.5042"
15489,12249,72241,"997.2183"
15489,12249,48843,"865.204"
15490,20568,70808,"2673.0613"
15490,20568,61521,"2645.8783"
15491,2525,63339,"2650.3094"
15491,2525,48800,"865.204"
15492,19653,64586,"2579.5783"
15492,19653,48844,"865.204"
15493,5314,64155,"2560.2519"
15493,5314,48801,"865.204"
15494,3659,71317,"138.6444"
15494,3659,55633,"132.5779"
15494,3659,53366,"33.139"
15497,9691,73839,"927.6254"
15497,9691,48818,"865.204"
15498,2816,66962,"36.023"
15498,2816,57572,"165.1533"
15498,2816,53030,"82.2783"
15499,17195,65063,"2696.189"
15499,17195,48873,"865.204"
15500,20522,64929,"2619.9108"
15500,20522,48983,"865.204"
15501,6619,64426,"2668.564"
15501,6619,49027,"865.204"
15502,14851,74065,"888.9504"
15502,14851,48928,"865.204"
15503,8370,72617,"927.6033"
15503,8370,48852,"865.204"
15506,14229,72405,"850.2865"
15506,14229,48994,"865.204"
15507,9724,63019,"42.9624"
15507,9724,52003,"176.789"
15507,9724,51898,"76.2119"
15511,3405,74861,"16.5529"
15511,3405,58390,"101.6269"
15511,3405,56238,"40.432"
15517,15679,64998,"2574.639"
15517,15679,48811,"865.204"
15518,13799,66001,"2576.8048"
15518,13799,48935,"865.204"
15520,13854,73230,"916.0119"
15520,13854,48853,"865.204"
15521,19902,66132,"2640.9058"
15521,19902,49215,"865.204"
15523,6435,73995,"937.5594"
15523,6435,49255,"865.204"
15525,10075,72693,"859.0712"
15525,10075,49189,"865.204"
15526,7520,69981,"46.7194"
15526,7520,68358,"55.2169"
15526,7520,53024,"106.1574"
15527,19092,73306,"927.6254"
15527,19092,49310,"865.204"
15528,14578,72043,"987.2844"
15528,14578,49368,"865.204"
15529,17556,72044,"888.9504"
15529,17556,49232,"865.204"
15531,9196,73466,"927.6254"
15531,9196,49233,"865.204"
15532,11507,73307,"891.4698"
15532,11507,49442,"865.204"
15534,15031,65774,"2670.1773"
15534,15031,49234,"865.204"
15535,16736,65604,"2560.2519"
15535,16736,49408,"865.204"
15536,11810,74184,"82.8529"
15536,11810,70613,"106.1574"
15536,11810,62781,"86.7204"
15537,20039,73616,"937.5594"
15537,20039,49235,"865.204"
15538,5475,73467,"897.7241"
15538,5475,49430,"865.204"
15540,14989,67242,"2587.8769"
15540,14989,49399,"865.204"
15542,10376,66052,"2580.1419"
15542,10376,49380,"865.204"
15543,19557,67661,"33.139"
15543,19557,66614,"79.5269"
15543,19557,56244,"87.2729"
15547,6812,73912,"888.9504"
15547,6812,49350,"865.204"
15548,20698,51675,"613.2419"
15548,20698,49431,"865.204"
15551,8235,51252,"654.4584"
15551,8235,49397,"865.204"
15552,18641,51645,"711.0344"
15552,18641,49369,"865.204"
15553,8198,51309,"651.9058"
15553,8198,49381,"865.204"
15554,8848,51626,"635.3529"
15554,8848,49611,"865.204"
15555,3183,51487,"650.8008"
15555,3183,49736,"865.204"
15557,15092,51363,"613.2419"
15557,15092,49629,"865.204"
15558,3148,52265,"640.8669"
15558,3148,49592,"865.204"
15559,13709,58621,"94.4554"
15559,13709,53203,"79.0959"
15559,13709,52633,"16.5529"
15561,16959,53049,"654.4584"
15561,16959,49593,"865.204"
15562,20590,52004,"624.3029"
15562,20590,49796,"865.204"
15564,13743,65826,"16.5529"
15564,13743,63514,"95.6709"
15564,13743,58809,"96.0908"
15565,16486,67183,"2560.2519"
15565,16486,49566,"865.204"
15566,5502,72567,"2742.6432"
15566,5502,61714,"2685.6362"
15567,8331,72566,"2644.3313"
15567,8331,62619,"2571.5671"
15568,5515,67240,"2574.6279"
15568,5515,49797,"865.204"
15569,20686,67066,"2535.964"
15569,20686,49735,"865.204"
15570,19254,53436,"620.9769"
15570,19254,49771,"865.204"
15571,16806,67729,"62.9519"
15571,16806,60583,"11.039"
15571,16806,51890,"38.5535"
15572,11604,68355,"36.023"
15572,11604,64280,"24.2879"
15572,11604,61453,"55.2169"
15575,4511,72626,"927.6254"
15575,4511,50346,"2288.9187"
15576,4512,68861,"2535.964"
15576,4512,50603,"2264.2536"
15577,3382,64061,"65.7254"
15577,3382,55613,"92.7869"
15578,15624,69135,"2694.5204"
15578,15624,50483,"2288.9187"
15579,7180,54150,"27.614"
15579,7180,52477,"11.039"
15580,11217,73016,"927.6254"
15580,11217,50333,"2288.9187"
15581,3371,64952,"70.6869"
15581,3371,63889,"55.2169"
15582,18075,72709,"948.5983"
15582,18075,50655,"2264.2536"
15583,20653,68625,"34.5534"
15583,20653,59280,"38.664"
15584,11428,73943,"30.1444"
15584,11428,55040,"38.664"
15585,11124,68383,"2561.3016"
15585,11124,50584,"2264.2536"
15586,19249,67389,"2649.7348"
15586,19249,50635,"2288.9187"
15587,3485,68720,"2598.9158"
15587,3485,50545,"2288.9187"
15588,14320,69136,"2692.8519"
15588,14320,50397,"2264.2536"
15589,9044,67630,"2591.1808"
15589,9044,50636,"2288.9187"
15590,10892,69378,"2641.9998"
15590,10892,50612,"2264.2536"
15591,10176,68522,"2538.4944"
15591,10176,50382,"2264.2536"
15592,6236,66515,"38.664"
15592,6236,52114,"27.614"
15593,17187,62234,"30.1444"
15593,17187,53833,"98.3229"
15594,13997,74754,"34.5534"
15594,13997,73800,"38.664"
15595,16084,67829,"2563.589"
15595,16084,50334,"2264.2536"
15596,9622,69072,"2664.0887"
15596,9622,50613,"2264.2536"
15597,17256,68870,"2563.589"
15597,17256,50546,"2288.9187"
15598,14049,72003,"130.3458"
15598,14049,66649,"55.2169"
15599,5646,74150,"34.5534"
15599,5646,56438,"55.2169"
15600,12577,69143,"2783.4729"
15600,12577,50356,"2288.9187"
15601,17319,68523,"2630.4194"
15601,17319,50594,"2264.2536"
15602,11903,73107,"38.664"
15602,11903,60641,"32.0229"
15603,19207,64302,"16.5529"
15603,19207,55387,"27.614"
15604,4084,66265,"43.6144"
15604,4084,60524,"30.1444"
15605,17305,71356,"16.5529"
15605,17305,67149,"27.614"
15606,3866,64457,"41.9569"
15606,3866,53409,"86.1458"
15607,15601,74474,"65.7254"
15607,15601,70874,"32.0229"
15610,3528,69347,"82.8529"
15610,3528,66610,"44.1779"
15612,9043,61061,"82.8529"
15612,9043,57658,"5.514"
15614,7829,72656,"2741.4056"
15614,7829,45902,"3953.9884"
15615,18695,74126,"30.8958"
15615,18695,55063,"46.7194"
15619,7930,73349,"2574.6279"
15619,7930,45903,"3953.9884"
15620,7493,72521,"2631.5023"
15620,7493,45854,"3953.9884"
15621,12059,73806,"2651.4144"
15621,12059,45866,"3953.9884"
15622,1735,67431,"645.2869"
15622,1735,46810,"2699.9018"
15623,16138,66939,"2649.8453"
15623,16138,62828,"2658.0444"
15623,16138,49425,"2699.9018"
15624,6830,66923,"2710.6092"
15624,6830,62033,"2602.2529"
15624,6830,49340,"2410.6266"
15625,14610,62826,"2587.8769"
15625,14610,56067,"2634.3974"
15625,14610,47150,"2699.9018"
15626,5019,61667,"2679.5919"
15626,5019,55382,"2676.9067"
15626,5019,47339,"2410.6266"
15627,15803,65033,"2612.1869"
15627,15803,58699,"2649.8453"
15627,15803,47232,"2410.6266"
15630,16589,66301,"830.2307"
15630,16589,51639,"891.4698"
15630,16589,45979,"3953.9884"
15631,12651,67459,"820.2968"
15631,12651,52533,"885.9559"
15631,12651,45980,"3953.9884"
15632,16616,68189,"858.9607"
15632,16616,55042,"982.8423"
15632,16616,46185,"3953.9884"
15634,14220,72158,"44.1779"
15634,14220,60403,"24.2879"
15635,14364,70628,"85.0519"
15635,14364,57932,"44.1779"
15637,16856,68027,"2673.0613"
15637,16856,61490,"2650.8398"
15637,16856,49217,"2410.6266"
15638,4982,68190,"858.9607"
15638,4982,55933,"891.4698"
15638,4982,46269,"3953.9884"
15639,8122,57905,"35.6694"
15639,8122,55751,"2.5305"
15640,19011,57245,"35.6694"
15640,19011,51885,"2.5305"
15641,3870,56704,"2.5305"
15641,3870,56600,"104.3783"
15642,4856,68865,"1879.594"
15642,4856,50369,"2288.9187"
15643,12776,69139,"1918.2579"
15643,12776,50357,"2288.9187"
15644,9859,70070,"1914.1473"
15644,9859,50491,"2288.9187"
15645,13642,69846,"1918.2579"
15645,13642,50398,"2264.2536"
15646,19528,70358,"1939.2529"
15646,19528,50516,"2264.2536"
15647,12192,69630,"1895.0419"
15647,12192,50437,"2264.2536"
15648,8162,71415,"1918.2579"
15648,8162,50335,"2288.9187"
15649,14053,68409,"668.4808"
15649,14053,47165,"2699.9018"
15651,7267,71511,"624.314"
15651,7267,49302,"2410.6266"
15652,11536,69063,"858.9607"
15652,11536,55399,"888.9394"
15652,11536,46256,"3953.9884"
15653,11842,71070,"858.9607"
15653,11842,55825,"937.5373"
15653,11842,46190,"3953.9884"
15655,9774,68750,"632.3473"
15655,9774,47283,"2410.6266"
15656,5634,68284,"606.6229"
15656,5634,47166,"2699.9018"
15657,13857,71673,"921.1391"
15657,13857,56446,"927.6033"
15657,13857,46166,"3953.9884"
15659,8933,68631,"667.9283"
15659,8933,47224,"2699.9018"
15660,20544,73915,"830.2307"
15660,20544,57600,"927.6033"
15660,20544,46519,"3953.9884"
15661,18450,72245,"873.2926"
15661,18450,60703,"927.6033"
15661,18450,46441,"3953.9884"
15662,19099,72823,"905.9122"
15662,19099,60970,"944.7419"
15662,19099,46443,"3953.9884"
15663,5729,71512,"651.9279"
15663,5729,49361,"2410.6266"
15664,15103,71292,"650.8008"
15664,15103,47094,"2410.6266"
15665,10686,69581,"687.2658"
15665,10686,49301,"2410.6266"
15666,4802,70530,"713.7748"
15666,4802,49372,"2699.9018"
15667,14732,70766,"753.5769"
15667,14732,47071,"2699.9018"
15668,2993,73660,"2580.1419"
15668,2993,46571,"3953.9884"
15669,3464,73112,"2563.589"
15669,3464,46455,"3953.9884"
15671,14452,64822,"26.8184"
15671,14452,53648,"8.0444"
15674,4224,69957,"674.0169"
15674,4224,47555,"2699.9018"
15675,10326,64187,"2580.1529"
15675,10326,59979,"2682.9953"
15675,10326,47513,"2699.9018"
15676,18188,67764,"2673.0613"
15676,18188,63562,"2610.3084"
15676,18188,49411,"2699.9018"
15677,20124,68536,"2676.9067"
15677,20124,64469,"2580.1419"
15677,20124,49812,"2699.9018"
15678,17754,67959,"2719.4382"
15678,17754,64733,"2562.4508"
15678,17754,49645,"2699.9018"
15681,19573,60718,"79.0959"
15681,19573,52099,"37.5479"
15684,6826,61327,"2584.5619"
15684,6826,56539,"2699.0067"
15684,6826,47514,"2410.6266"
15685,13741,62588,"2560.2519"
15685,13741,55866,"2682.9953"
15685,13741,47629,"2699.9018"
15686,11718,70844,"44.1779"
15686,11718,53377,"36.023"
15687,10255,73953,"2748.4997"
15687,10255,60528,"2547.0029"
15687,10255,49702,"2410.6266"
15688,14491,60519,"2584.5619"
15688,14491,53676,"1879.594"
15688,14491,49646,"2410.6266"
15690,4119,74608,"40.432"
15690,4119,68852,"44.1779"
15691,13324,63496,"2634.3974"
15691,13324,62642,"2628.7398"
15691,13324,46595,"3953.9884"
15692,18003,63362,"2673.0613"
15692,18003,62408,"2646.4419"
15692,18003,46404,"3953.9884"
15693,7470,62703,"2535.964"
15693,7470,56794,"2682.9953"
15693,7470,47644,"2410.6266"
15694,3144,74900,"110.5995"
15694,3144,66402,"8.0444"
15695,10842,64946,"2658.63"
15695,10842,62097,"2585.6669"
15695,10842,46393,"3953.9884"
15697,20339,61382,"2576.8048"
15697,20339,57842,"2719.4382"
15697,20339,47565,"2410.6266"
15699,14475,64049,"2743.7482"
15699,14475,62353,"2547.0029"
15699,14475,46739,"2410.6266"
15700,5485,61442,"2574.639"
15700,5485,55396,"1918.2579"
15700,5485,49813,"2410.6266"
15701,15295,67802,"79.0959"
15701,15295,55214,"8.0444"
15702,3286,65558,"2658.63"
15702,3286,64312,"2574.6279"
15702,3286,46769,"2410.6266"
15710,18854,62587,"2005.5198"
15710,18854,62411,"2563.589"
15710,18854,49598,"2410.6266"
15711,18063,61566,"79.0959"
15711,18063,58389,"60.7529"
15712,18881,67877,"20.9619"
15712,18881,61939,"36.023"
15713,12308,71730,"5.514"
15713,12308,70341,"36.023"
15715,10261,69798,"16.5529"
15715,10261,63007,"27.614"
15716,11107,67894,"2671.8458"
15716,11107,50560,"2264.2536"
15717,7100,70361,"2610.3084"
15717,7100,50489,"2264.2536"
15718,2635,73414,"32.0229"
15718,2635,66441,"38.664"
15719,12391,69710,"2630.4194"
15719,12391,50602,"2264.2536"
15720,7083,71497,"38.664"
15720,7083,52527,"38.9292"
15721,4862,67847,"38.664"
15721,4862,60325,"92.7869"
15722,7655,70153,"2651.4144"
15722,7655,50544,"2264.2536"
15723,4579,71609,"2646.4419"
15723,4579,50456,"2264.2536"
15724,13278,71333,"2552.5169"
15724,13278,50421,"2264.2536"
15725,12814,70075,"2591.1808"
15725,12814,50583,"2288.9187"
15726,7809,71075,"2590.4073"
15726,7809,50447,"2264.2536"
15727,11984,72363,"38.664"
15727,11984,57694,"109.9144"
15728,20500,69952,"38.664"
15728,20500,54041,"32.0229"
15729,3373,71472,"2566.1194"
15729,3373,51077,"2288.9187"
15730,19204,69315,"38.664"
15730,19204,64525,"97.2069"
15731,20470,67212,"38.664"
15731,20470,55036,"27.614"
15732,17668,70860,"2547.0029"
15732,17668,50924,"2288.9187"
15733,18536,70581,"2645.8673"
15733,18536,50878,"2264.2536"
15734,19786,71756,"2602.264"
15734,19786,51059,"2288.9187"
15735,14122,65886,"93.9029"
15735,14122,60567,"34.5534"
15737,18310,65372,"2579.3352"
15737,18310,49602,"865.204"
15739,15391,65431,"2604.7944"
15739,15391,49554,"865.204"
15748,6243,71535,"62.9519"
15748,6243,60981,"132.5779"
15748,6243,58859,"132.5558"
15750,3244,66996,"2547.0029"
15750,3244,49657,"865.204"
15751,2510,71473,"2624.3529"
15751,2510,51018,"2288.9187"
15752,16030,71474,"2582.6834"
15752,16030,50879,"2288.9187"
15753,17698,71003,"2596.7279"
15753,17698,50892,"2264.2536"
15754,20766,71076,"2591.1808"
15754,20766,50833,"2288.9187"
15755,5600,70360,"2602.2529"
15755,5600,51047,"2264.2536"
15756,10547,70227,"2618.8169"
15756,10547,51060,"2288.9187"
15757,13221,71757,"2535.964"
15757,13221,51048,"2288.9187"
15758,10530,74974,"38.664"
15758,10530,74365,"70.6869"
15760,14030,74808,"41.2055"
15760,14030,61287,"76.2119"
15760,14030,59155,"40.0784"
15760,14030,54883,"4.409"
15761,4397,75037,"4.409"
15761,4397,72615,"109.9144"
15761,4397,70105,"76.2119"
15761,4397,67664,"26.4869"
15763,4416,54920,"668.4808"
15763,4416,49658,"865.204"
15764,13053,70437,"2587.8769"
15764,13053,50870,"2288.9187"
15765,9170,70807,"2563.589"
15765,9170,51027,"2264.2536"
15766,8810,60523,"30.1444"
15766,8810,51930,"38.664"
15767,20199,69990,"2574.639"
15767,20199,51019,"2264.2536"
15768,11844,66997,"2587.8769"
15768,11844,49969,"865.204"
15769,7545,65850,"2626.5408"
15769,7545,49970,"865.204"
15770,14164,66000,"2648.6187"
15770,14164,50042,"865.204"
15771,3292,67068,"2643.1158"
15771,3292,50148,"865.204"
15778,17298,66813,"2646.4419"
15778,17298,50123,"865.204"
15780,5855,66408,"2720.4769"
15780,5855,50023,"865.204"
15781,4214,66050,"2681.7798"
15781,4214,50093,"865.204"
15783,6675,68957,"70.6869"
15783,6675,61857,"38.664"
15784,9911,70652,"2574.639"
15784,9911,50943,"2264.2536"
15785,13118,69709,"2633.1377"
15785,13118,50785,"2288.9187"
15786,11553,70653,"2560.2519"
15786,11553,51078,"2264.2536"
15787,19754,72854,"70.6869"
15787,19754,56804,"114.8758"
15788,11538,69927,"2621.0158"
15788,11538,50975,"2288.9187"
15789,1736,71267,"2692.8519"
15789,1736,50803,"2264.2536"
15790,13449,53442,"659.6408"
15790,13449,50925,"2288.9187"
15791,19148,72135,"19.0834"
15791,19148,54193,"27.614"
15792,6466,55082,"634.2479"
15792,6466,50819,"2288.9187"
15793,15009,71755,"2563.589"
15793,15009,50976,"2264.2536"
15794,8478,74033,"27.614"
15794,8478,54894,"98.3229"
15795,15497,56967,"48.5979"
15795,15497,56129,"97.7483"
15796,13665,74307,"27.614"
15796,13665,73799,"38.664"
15797,14773,69991,"2590.4073"
15797,14773,50786,"2288.9187"
15798,14366,59840,"70.6869"
15798,14366,56072,"38.664"
15799,11809,70731,"2598.9158"
15799,11809,50926,"2288.9187"
15800,6638,71676,"2596.7279"
15800,6638,50787,"2264.2536"
15801,16327,71677,"2577.1694"
15801,16327,51068,"2264.2536"
15802,8575,71133,"2646.4419"
15802,8575,51049,"2264.2536"
15803,20311,71095,"34.5534"
15803,20311,62948,"38.664"
15804,17535,73038,"38.664"
15804,17535,72853,"70.6869"
15805,12162,73262,"38.664"
15805,12162,72642,"102.1904"
15806,4955,57538,"70.6869"
15806,4955,53356,"42.9624"
15807,1737,72963,"50.3659"
15807,1737,55389,"27.614"
15808,18761,71073,"2624.3529"
15808,18761,50820,"2264.2536"
15809,6233,62473,"33.139"
15809,6233,53138,"36.023"
15810,7637,68200,"35.6694"
15810,7637,55820,"38.5535"
15811,1738,62287,"35.6694"
15811,1738,55749,"42.9624"
15812,17382,69954,"2.5305"
15812,17382,58290,"87.2508"
15815,19946,73887,"55.2169"
15815,19946,66387,"38.5535"
15815,19946,56467,"62.9519"
15816,11800,59298,"77.3169"
15816,11800,55194,"40.432"
15816,11800,53117,"90.0133"
15822,8617,68154,"32.0229"
15822,8617,60646,"15.7242"
15823,8507,70758,"43.0729"
15823,8507,58021,"32.0229"
15826,7578,74892,"26.4869"
15826,7578,67979,"6.9394"
15826,7578,64319,"37.5479"
15826,7578,52873,"133.1304"
15827,8636,55128,"702.7027"
15827,8636,50103,"865.204"
15828,13224,70680,"135.1305"
15828,13224,57310,"55.2058"
15829,13723,59916,"180.104"
15829,13723,57372,"27.614"
15830,17363,55227,"672.9008"
15830,17363,51008,"2288.9187"
15831,12714,53913,"659.9723"
15831,12714,50852,"2264.2536"
15832,15945,55802,"596.689"
15832,15945,51050,"2288.9187"
15833,10370,57419,"596.689"
15833,10370,50901,"2288.9187"
15834,10216,54086,"596.689"
15834,10216,50057,"865.204"
15840,2709,66299,"2538.4944"
15840,2709,49952,"865.204"
15841,5479,65602,"2566.1194"
15841,5479,50041,"865.204"
15842,3399,66353,"2618.8169"
15842,3399,50056,"865.204"
15843,17158,66405,"2607.7779"
15843,17158,50098,"865.204"
15844,11673,66994,"2598.9158"
15844,11673,50122,"865.204"
15845,9964,66406,"2720.4769"
15845,9964,50136,"865.204"
15846,13340,73168,"2703.9903"
15846,13340,61953,"2758.3784"
15847,4248,74859,"38.6529"
15847,4248,63726,"94.4554"
15847,4248,57980,"132.5779"
15850,19739,72833,"2694.0563"
15850,19739,61580,"2624.3529"
15851,12144,65773,"2669.0944"
15851,12144,49903,"865.204"
15852,13371,66131,"2696.189"
15852,13371,50099,"865.204"
15856,5452,74466,"40.8408"
15856,5452,56291,"87.2729"
15856,5452,51896,"41.1834"
15859,3943,67860,"38.5535"
15859,3943,62255,"16.5529"
15859,3943,56636,"26.8184"
15860,11044,54571,"596.689"
15860,11044,49931,"865.204"
15862,16434,53853,"659.6408"
15862,16434,50073,"865.204"
15863,16757,62105,"79.0959"
15863,16757,61054,"77.3169"
15863,16757,55785,"112.1133"
15864,3703,67986,"79.0959"
15864,3703,61898,"24.2879"
15864,3703,57647,"11.039"
15865,7467,56213,"700.5258"
15865,7467,50137,"865.204"
15866,12053,71123,"62.9519"
15866,12053,69186,"55.2169"
15866,12053,54396,"42.9624"
15868,5581,75122,"34.2219"
15868,5581,74450,"67.4934"
15868,5581,58261,"82.2783"
15872,9853,73129,"110.5995"
15872,9853,70348,"94.4554"
15872,9853,69886,"55.2169"
15873,3161,66478,"2586.7387"
15873,3161,50160,"865.204"
15874,17677,69979,"94.4554"
15874,17677,64975,"77.3169"
15874,17677,53418,"77.339"
15876,5065,72110,"2694.0563"
15876,5065,61902,"2597.8108"
15878,5806,70893,"87.2729"
15878,5806,65369,"85.0519"
15878,5806,54217,"77.3169"
15879,18575,64265,"77.3169"
15879,18575,59614,"62.9519"
15879,18575,55764,"77.339"
15882,9048,56256,"651.3644"
15882,9048,49904,"865.204"
15885,15269,56894,"679.5308"
15885,15269,50351,"865.204"
15886,18821,56055,"706.6144"
15886,18821,50609,"865.204"
15888,3006,66407,"2647.5358"
15888,3006,50651,"865.204"
15889,17147,72629,"2688.5092"
15889,17147,62444,"2668.564"
15890,6376,58522,"654.4584"
15890,6376,50571,"865.204"
15892,15543,61012,"683.4094"
15892,15543,50330,"865.204"
15893,3619,60732,"713.7748"
15893,3619,50478,"865.204"
15897,3388,65603,"2576.8048"
15897,3388,50418,"865.204"
15899,14034,65370,"2597.8108"
15899,14034,50572,"865.204"
15901,3603,59321,"656.3479"
15901,3603,50391,"865.204"
15902,6169,59545,"679.5308"
15902,6169,50392,"865.204"
15903,3955,59546,"651.9058"
15903,3955,50652,"865.204"
15904,12789,59187,"676.2158"
15904,12789,50514,"865.204"
15905,12143,72338,"2649.8453"
15905,12143,62004,"2763.5719"
15906,11156,74006,"2673.0613"
15906,11156,61949,"2587.8769"
15908,17880,62002,"697.1887"
15908,17880,50632,"865.204"
15909,6815,62442,"659.9723"
15909,6815,50581,"865.204"
15914,6469,65931,"2538.4944"
15914,6469,50524,"865.204"
15915,14768,67239,"2563.589"
15915,14768,50331,"865.204"
15916,18467,72425,"2719.394"
15916,18467,63597,"2577.1694"
15917,12245,73849,"2634.3974"
15917,12245,64505,"2535.964"
15918,14787,67065,"2615.4908"
15918,14787,50393,"865.204"
15919,9846,73832,"15.4479"
15919,9846,63523,"77.339"
15920,13435,62482,"2574.6279"
15920,13435,61859,"1918.2579"
15920,13435,49801,"2410.6266"
15921,20026,67141,"1918.2579"
15921,20026,62295,"2618.8058"
15921,20026,49599,"2699.9018"
15922,13294,67374,"146.9319"
15922,13294,52872,"16.8292"
15923,17017,72942,"1977.9169"
15923,17017,61441,"2607.2033"
15923,17017,49575,"2699.9018"
15924,12675,63301,"2643.1158"
15924,12675,59702,"1293.3804"
15924,12675,49703,"2410.6266"
15925,4046,64547,"2587.8769"
15925,4046,59202,"1238.1415"
15925,4046,49705,"2699.9018"
15926,4632,61795,"2618.8058"
15926,4632,57300,"2681.8792"
15926,4632,47462,"2410.6266"
15927,8741,61380,"2577.1694"
15927,8741,58775,"2673.0613"
15927,8741,47494,"2410.6266"
15928,8788,62641,"2607.2033"
15928,8788,58466,"2673.0613"
15928,8788,47606,"2410.6266"
15929,3539,66153,"2644.3313"
15929,3539,64252,"2618.8058"
15929,3539,46779,"2410.6266"
15931,6581,63958,"2590.0758"
15931,6581,54875,"635.3529"
15931,6581,49803,"2699.9018"
15932,10428,64691,"2596.7279"
15932,10428,58190,"2644.3313"
15932,10428,47491,"2699.9018"
15933,14628,66150,"2710.6092"
15933,14628,63959,"2538.4944"
15933,14628,46885,"2410.6266"
15934,16626,65999,"2613.2808"
15934,16626,50573,"865.204"
15937,11330,67243,"2610.3084"
15937,11330,50344,"865.204"
15941,7900,66054,"2566.1194"
15941,7900,50610,"865.204"
15942,4804,66794,"101.6048"
15942,4804,62612,"33.0727"
15942,4804,61745,"77.339"
15943,14096,64978,"142.5119"
15943,14096,58752,"90.0133"
15943,14096,54732,"171.2529"
15944,7963,65433,"2709.4048"
15944,7963,50427,"865.204"
15948,7663,66244,"2552.5169"
15948,7663,50352,"865.204"
15949,10208,65374,"2624.3529"
15949,10208,51032,"865.204"
15952,14637,66055,"2643.1158"
15952,14637,50965,"865.204"
15953,6997,63097,"635.3529"
15953,6997,50847,"865.204"
15954,11280,66354,"2580.1419"
15954,11280,50966,"865.204"
15959,17803,66056,"2580.1529"
15959,17803,51076,"865.204"
15961,12450,66355,"2590.4073"
15961,12450,50831,"865.204"
15964,14801,66814,"2580.1419"
15964,14801,50867,"865.204"
15965,20479,66481,"2570.1858"
15965,20479,50967,"865.204"
15968,3734,66998,"2560.2519"
15968,3734,50968,"865.204"
15969,15083,66190,"2571.2908"
15969,15083,50791,"865.204"
15972,8854,67244,"2614.3748"
15972,8854,50792,"865.204"
15974,4656,71166,"77.339"
15974,4656,62209,"51.3494"
15974,4656,53097,"101.6048"
15976,16092,66356,"2624.3529"
15976,16092,50891,"865.204"
15980,3302,66300,"2535.964"
15980,3302,50935,"865.204"
15983,12748,65432,"2598.9158"
15983,12748,50899,"865.204"
15984,17127,67127,"2587.8769"
15984,17127,50923,"865.204"
15985,4912,65605,"2648.6408"
15985,4912,51057,"865.204"
15986,15290,62129,"707.1448"
15986,15290,50848,"865.204"
15987,19939,64886,"687.2658"
15987,19939,51017,"865.204"
15989,9756,65932,"2605.5127"
15989,9756,50801,"865.204"
15990,14741,66740,"2560.2519"
15990,14741,51005,"865.204"
15991,17926,65725,"2590.4073"
15991,17926,50866,"865.204"
15992,7529,65492,"2665.1937"
15992,7529,51067,"865.204"
15994,19341,63337,"672.9008"
15994,19341,50952,"865.204"
15997,7331,73480,"2634.3974"
15997,7331,63926,"2610.3084"
16000,3319,72420,"2673.0613"
16000,3319,63927,"2646.3535"
16005,16676,63592,"106.5883"
16005,16676,54731,"35.6694"
16005,16676,52493,"77.339"
16009,18847,67617,"83.9469"
16009,18847,63379,"104.4004"
16011,3231,68456,"1381.0732"
16011,3231,65133,"2660.1991"
16012,19604,60676,"26.8184"
16012,19604,56873,"77.339"
16016,20274,68344,"77.3169"
16016,20274,61436,"52.9958"
16023,13332,63885,"77.3169"
16023,13332,56073,"107.0966"
16025,18313,72489,"1945.3194"
16025,18313,50821,"2288.9187"
16026,19594,73475,"1939.2529"
16026,19594,50849,"2264.2536"
16027,14378,72414,"1939.2529"
16027,14378,50871,"2288.9187"
16028,14669,73099,"1918.2579"
16028,14669,50893,"2288.9187"
16029,3472,72485,"1918.2579"
16029,3472,51009,"2288.9187"
16030,2620,74849,"40.0784"
16030,2620,69569,"41.1834"
16031,4735,72328,"1879.594"
16031,4735,50822,"2264.2536"
16032,13503,56647,"76.2119"
16032,13503,53187,"24.2879"
16033,2479,74072,"820.2968"
16033,2479,60901,"905.5254"
16033,2479,46759,"2410.6266"
16035,14956,74990,"51.3494"
