"customerid","totalamount"
28171,"3953.9884"
12735,"4866.5065"
11599,"6582.7282"
16826,"7683.7088"
15094,"7855.3042"
17309,"6663.8241"
18692,"6669.3381"
13629,"7612.4647"
27681,"3953.9884"
22180,"5119.3131"
14325,"5693.7316"
16830,"7888.2415"
25924,"6430.0503"
12102,"6523.0250"
16496,"6586.0542"
29617,"834475.9271"
27542,"5008.9315"
11326,"6572.8053"
29070,"3953.9884"
14195,"9189.5005"
15040,"4207.1766"
12207,"6492.4828"
28587,"3953.9884"
28168,"3953.9884"
11401,"5548.0610"
15751,"4913.2716"
28096,"3953.9884"
13353,"5024.9903"
29621,"6997.2556"
24371,"4634.1712"
11954,"6531.1578"
18140,"6344.2553"
12989,"7532.9158"
29867,"19502.5955"
13515,"6572.8053"
12209,"6528.6163"
25916,"5138.0622"
29507,"502367.0397"
13385,"5026.0953"
18284,"6662.6749"
26070,"6373.6953"
12108,"6570.5511"
28198,"3953.9884"
11815,"6572.8053"
18468,"5893.2413"
18907,"4604.7892"
29755,"27968.3147"
14215,"6260.8066"
12674,"7546.5640"
29509,"337311.2711"
23648,"4579.4958"
29937,"155877.0993"
29778,"50673.1856"
21939,"4600.3803"
23665,"4649.0887"
29822,"281909.8552"
15596,"4928.3423"
13117,"7548.7172"
17824,"4789.7441"
28583,"3953.9884"
11986,"9110.9792"
15043,"4250.8131"
17326,"4936.8749"
19964,"6692.5541"
21886,"5189.6243"
12761,"6551.7992"
29529,"10626.7121"
13657,"5325.3266"
29921,"217615.3770"
15614,"6695.3940"
11002,"8966.0143"
12317,"7539.8787"
23057,"6654.1112"
27606,"6627.0497"
29561,"175334.3856"
19788,"6692.5541"
29492,"158025.1722"
29499,"264645.3146"
14801,"4842.9278"
30082,"132423.9085"
14928,"7410.7599"
19611,"6689.9132"
14012,"5801.1597"
16394,"5149.1923"
18899,"4550.6774"
29541,"4481.7148"
16524,"5230.7938"
12438,"6517.5774"
29965,"7520.2499"
17184,"8014.9518"
25993,"5136.3826"
29811,"170328.5592"
29671,"52748.2969"
12653,"7580.3976"
15425,"4168.5127"
14326,"5754.5081"
13464,"4974.2156"
29691,"23094.0255"
15151,"4800.2176"
26342,"4960.8640"
17733,"5257.8553"
13176,"5252.4187"
15221,"4914.8960"
13971,"7483.2018"
28645,"3953.9884"
25964,"5138.0622"
16349,"6517.5774"
24378,"4611.5187"
11538,"6514.2403"
13189,"5266.0212"
11834,"6528.6163"
26684,"4937.3149"
16517,"5192.1299"
12059,"6552.9042"
12404,"5803.1392"
11906,"9006.8551"
15697,"7706.8696"
21216,"5453.9154"
27407,"4961.9800"
12548,"4826.7044"
15626,"7767.1252"
18486,"6653.8902"
20818,"4674.9567"
30037,"51183.5661"
22942,"4388.5435"
13126,"7530.6616"
29834,"481357.9195"
13554,"6233.5809"
28044,"3953.9884"
12546,"4880.0995"
13346,"4970.8785"
11250,"7863.4564"
16937,"4338.8185"
20600,"6692.5541"
11249,"10928.7485"
13382,"5001.0339"
12169,"6572.8053"
17934,"4317.2820"
28794,"3953.9884"
19083,"6653.8902"
27726,"3953.9884"
29891,"279722.7664"
28790,"3953.9884"
14189,"9190.6387"
11410,"4932.7955"
22058,"4550.6774"
27539,"4937.3149"
12769,"6572.8053"
22857,"5399.8036"
11775,"6534.1413"
15597,"4852.5077"
14183,"9195.0476"
13973,"5730.1760"
16929,"5230.7938"
11107,"9028.9661"
12694,"7497.5668"
24431,"4789.7331"
29258,"4784.2191"
23420,"4579.4958"
17779,"4696.4793"
11727,"6588.2753"
14065,"6197.4474"
26107,"6409.3647"
11818,"6579.4132"
14236,"6309.8038"
13325,"5037.1674"
12121,"6570.5511"
19596,"6692.5541"
15081,"6520.1078"
14667,"5851.4262"
21404,"5176.2538"
29765,"4423.1145"
13886,"5012.8795"
18902,"4625.7842"
21226,"5149.0818"
22050,"4597.3857"
19607,"6689.9132"
28822,"3953.9884"
26610,"4982.9750"
11061,"8982.5672"
29666,"69597.4879"
11683,"6516.4392"
29519,"24584.3747"
12700,"7580.7858"
16408,"5185.6352"
12315,"7517.4568"
29237,"4812.9491"
23116,"4349.8795"
12492,"5708.8812"
18301,"6692.5541"
12323,"11974.7746"
29574,"20712.4174"
11629,"6552.9042"
15653,"5750.4864"
14800,"4851.7125"
26112,"6402.4253"
13526,"5027.4844"
25891,"6363.7614"
30101,"166847.2483"
13795,"4815.3138"
16204,"7914.4411"
28619,"3953.9884"
19070,"5246.9047"
11571,"4851.7010"
12082,"6534.1303"
15133,"5787.6913"
22252,"6682.2887"
22008,"4576.0592"
17192,"7710.2287"
23343,"4349.8795"
20984,"4589.3413"
25903,"6379.2093"
27455,"5008.9315"
28574,"3953.9884"
11624,"6517.5774"
29008,"3953.9884"
29673,"25153.6109"
28676,"3953.9884"
29929,"393520.7995"
13103,"7561.0712"
23283,"5335.0616"
13038,"6167.2920"
11839,"6580.5292"
30042,"13583.5227"
23547,"3976.7072"
21214,"5149.1923"
29631,"30395.4433"
15724,"4816.7705"
29837,"17225.5661"
26106,"6373.6953"
30088,"83314.8579"
29820,"120813.0175"
16637,"6520.1078"
12689,"7565.8463"
20426,"4574.4238"
17722,"4290.2206"
28154,"6598.3197"
13734,"4997.3653"
13607,"7143.8582"
17046,"4936.8528"
12484,"4907.3473"
14997,"4578.2913"
13032,"5238.3962"
29961,"79847.8229"
29975,"51015.5565"
29880,"218031.2250"
30106,"113981.9967"
13049,"6240.1777"
29579,"320244.2906"
15722,"4915.6680"
21877,"5110.5284"
15080,"9177.3566"
28145,"3953.9884"
12343,"6152.5608"
17329,"6653.8902"
29898,"167617.4199"
21259,"4317.8345"
28063,"6659.0726"
21987,"5125.9763"
11472,"9023.2312"
27117,"4961.9800"
15660,"5711.8224"
23376,"5872.2463"
19568,"6696.8526"
22200,"5149.1923"
26638,"4992.5539"
12308,"14662.5435"
11762,"9091.9511"
21195,"4579.4958"
23819,"5306.3316"
15753,"4860.9815"
29953,"147426.0348"
11017,"7109.9127"
23137,"5872.2463"
29630,"4222.0066"
16415,"5448.4015"
13304,"5096.8264"
13326,"4985.2656"
19771,"4604.7892"
28162,"3953.9884"
17926,"5210.8486"
14791,"7967.9893"
15116,"7970.2104"
30097,"120560.4446"
13105,"6171.9204"
29487,"77585.1950"
21569,"5480.9769"
13768,"5595.1925"
15785,"4922.0564"
28355,"3953.9884"
12549,"6528.6163"
13968,"5725.7781"
29772,"660645.9404"
29827,"801766.2100"
29692,"366009.6535"
12717,"6500.9913"
13538,"6528.6163"
14975,"6582.7282"
29620,"74518.6883"
26083,"6402.4253"
12681,"7496.4618"
20429,"5942.4138"
30102,"7095.0672"
17761,"4355.3935"
27645,"6686.6976"
21402,"5110.5284"
14220,"6294.2896"
29823,"119150.4488"
27625,"6598.3197"
14523,"4207.1766"
29750,"20326.2740"
19089,"6732.9861"
12637,"7563.8557"
13648,"7475.8093"
18218,"6653.8902"
13298,"4985.2545"
28172,"3953.9884"
21980,"4789.7441"
11969,"9031.1872"
13637,"7488.7268"
29138,"4833.9441"
11705,"6564.2968"
18725,"6679.2720"
11443,"9099.6751"
12473,"6260.0677"
20246,"6669.3381"
22713,"4583.7500"
12614,"6539.6553"
13130,"7510.8489"
13367,"4990.7685"
20819,"4620.8449"
29594,"402874.3907"
16348,"6539.6553"
20708,"4869.0716"
21228,"4349.8795"
29170,"3953.9884"
15933,"7659.7302"
13790,"4859.5138"
24360,"4007.6362"
16158,"4827.8426"
29572,"19628.4772"
26718,"4948.6979"
11671,"6597.1042"
30021,"12686.2211"
13237,"4990.7685"
16169,"4866.5065"
29664,"48054.0631"
21194,"4322.2435"
13713,"5335.2826"
19884,"5070.2373"
29818,"989184.0820"
11070,"9022.9328"
12172,"6552.9042"
21878,"5153.4908"
22935,"4366.4324"
11335,"6347.3963"
26301,"4955.3500"
29732,"313985.4367"
12522,"6506.5053"
14304,"3973.5008"
11616,"5805.2829"
17278,"4842.9388"
13203,"4963.1435"
18703,"5872.2463"
29695,"236341.6203"
13619,"7522.9486"
17741,"4660.1166"
28795,"3953.9884"
29543,"321014.9284"
16180,"4846.9370"
16663,"4941.2728"
13678,"6556.2413"
30107,"650362.0535"
11263,"7463.2364"
14163,"7256.5572"
13564,"6555.1032"
17912,"5251.7888"
12360,"7459.2801"
19960,"6762.7216"
14031,"7695.6822"
18693,"6653.8902"
11439,"13800.5325"
22921,"5135.9102"
20213,"6662.6749"
12030,"6597.1042"
13618,"7473.2789"
28147,"3953.9884"
11894,"9086.4151"
27074,"4898.6510"
16031,"4143.8476"
28826,"3953.9884"
13955,"7611.7259"
12846,"4928.7195"
23423,"4349.8795"
11996,"7799.8636"
27669,"6627.0497"
11381,"9017.9272"
30100,"99440.3238"
29340,"3953.9884"
18490,"6662.6749"
13525,"5090.9888"
19621,"6653.8902"
13631,"7532.9158"
13489,"5238.3962"
24302,"4290.2206"
11353,"8926.2122"
14794,"6489.9524"
14261,"6247.5797"
12855,"4877.8453"
29264,"4844.9720"
28598,"3953.9884"
27114,"4933.2500"
13436,"4970.8785"
21572,"5149.1923"
15926,"7711.3116"
15114,"7645.3542"
20610,"6653.8902"
29830,"38452.4651"
22931,"4290.2206"
11111,"8991.3851"
12462,"5577.5299"
19620,"5833.5824"
17847,"4579.4958"
16207,"7985.1389"
24475,"4359.8135"
28339,"3953.9884"
13567,"6558.7828"
14310,"5746.7289"
12947,"4980.8124"
12364,"6517.5774"
13537,"6530.7932"
13821,"6564.2968"
15214,"4962.4220"
15226,"4852.5077"
18906,"4660.0282"
28841,"4789.7331"
23593,"4408.9639"
26320,"4933.2500"
19105,"6692.5541"
11837,"6545.1692"
21199,"4579.4958"
11416,"5445.5044"
28859,"4812.9491"
15687,"7706.1292"
12806,"5476.4334"
11344,"8972.3901"
18696,"6795.2749"
29150,"3953.9884"
17984,"6721.9029"
16822,"7929.9000"
12287,"6321.0070"
13205,"5307.6687"
22845,"5120.4623"
16696,"4979.9699"
27636,"6642.4976"
13131,"7444.5489"
11918,"9066.5140"
25969,"5138.0622"
13426,"4970.8785"
29056,"3953.9884"
12231,"4811.2565"
23074,"6654.1112"
19830,"6371.3417"
23409,"4328.8845"
17047,"4804.2749"
12075,"6556.2524"
29207,"3953.9884"
11047,"7273.4748"
12354,"7510.8268"
12271,"6279.9135"
30007,"30113.5272"
11247,"7880.3187"
13513,"6539.6553"
22232,"6613.7676"
22033,"4328.8845"
29846,"113785.9264"
23640,"4349.8795"
12677,"7497.9440"
16392,"6393.9527"
12053,"6600.4303"
29885,"435986.1289"
16612,"6517.5774"
29651,"442256.8765"
28076,"6627.0497"
16559,"5199.5582"
17202,"7706.3391"
15734,"4891.1827"
15764,"4876.7956"
29208,"3953.9884"
28774,"3953.9884"
29540,"60010.9459"
29491,"98273.5468"
23538,"4639.1547"
12265,"6590.4632"
14777,"6545.1692"
16011,"4041.2723"
15784,"4838.8926"
28184,"3953.9884"
28298,"5335.0616"
11984,"5227.0036"
16659,"6489.9524"
29919,"514317.5252"
29917,"249384.5213"
12252,"4352.5398"
23830,"5306.3316"
14210,"6211.4699"
14137,"4859.5138"
13411,"7535.5029"
12232,"4835.9216"
14102,"4052.2888"
29535,"15812.5851"
18276,"6747.7931"
11944,"5277.7784"
18254,"6653.8902"
14155,"6622.5524"
19093,"6669.3381"
29548,"5112.8067"
11777,"6536.6607"
29685,"136053.7081"
16429,"5478.8995"
30011,"93877.1811"
29522,"554388.9371"
11496,"7750.2381"
15362,"5243.2471"
29168,"4799.6670"
17286,"6662.6749"
12499,"4838.8815"
22251,"6598.3197"
27527,"4989.0415"
19765,"4566.1253"
28672,"4812.9491"
29907,"127453.7862"
29660,"206276.9149"
22201,"5538.5584"
11018,"7219.2745"
21218,"5150.9603"
13504,"6545.1692"
26727,"4952.7628"
20620,"6679.2720"
11272,"6602.6292"
15928,"7690.8912"
20007,"4967.5055"
12142,"6569.4571"
23545,"4290.2206"
13246,"5318.7076"
11772,"6534.1303"
13252,"7536.6079"
20035,"6292.953"
13134,"6242.0547"
13572,"6569.4792"
29239,"4799.6670"
29493,"6387.5291"
29799,"49614.9179"
29644,"8095.6663"
29577,"73278.6485"
12328,"7505.2797"
11999,"7782.8135"
13446,"5012.8906"
18213,"6708.0020"
11343,"9085.2991"
26649,"4898.6510"
12071,"6600.4303"
11665,"6552.9042"
11534,"6541.3017"
25975,"6416.7682"
30046,"471689.9206"
11764,"8982.5672"
24605,"4008.7301"
20608,"6669.3381"
13771,"7221.9375"
29991,"6276.6629"
11886,"6516.7707"
14281,"5244.6615"
13524,"5004.2684"
16742,"6679.2720"
13402,"5296.6297"
21219,"5189.6243"
18217,"6692.5541"
15695,"9198.2853"
19790,"6728.9970"
14191,"9172.9477"
15793,"4827.8426"
22850,"5146.5514"
23858,"5207.5778"
29863,"13862.1415"
28243,"6697.2172"
24587,"4290.2206"
13865,"5009.5424"
13590,"9178.4616"
13265,"8021.8139"
29783,"348070.0746"
22877,"6588.3858"
11044,"7199.4066"
12858,"4855.0381"
11968,"8927.3504"
11112,"9165.9972"
18496,"6764.4896"
13650,"7478.7929"
29748,"150169.1642"
29851,"7960.2602"
29968,"168144.5376"
12339,"7586.3329"
14666,"5745.9098"
16620,"6514.2403"
22895,"6662.6749"
29669,"41979.0807"
29510,"141133.3059"
29988,"24593.9994"
15668,"6534.1303"
17258,"4804.2749"
12198,"6596.5186"
12330,"8766.4177"
23429,"4349.8795"
29738,"210100.7797"
18457,"5332.9842"
11447,"8926.2122"
13558,"7182.7432"
15145,"4827.4131"
29486,"584949.1308"
11901,"9114.0511"
13440,"5324.4757"
28129,"3953.9884"
28067,"6627.0497"
11245,"11691.2869"
11826,"6517.5774"
29957,"718258.8109"
30058,"12543.4908"
17833,"6629.3923"
12468,"6492.4828"
12177,"5316.7075"
15917,"5170.3614"
21192,"4673.3987"
14969,"4550.6774"
11773,"6612.0328"
11976,"8936.4776"
13595,"10376.5385"
29490,"7431.0704"
29580,"815914.2534"
12089,"5204.5832"
13965,"7593.9906"
12333,"11966.2882"
11039,"7333.4210"
19978,"6696.8526"
19031,"7985.1500"
15631,"5660.2411"
17834,"4595.3828"
29814,"25064.6472"
13974,"5787.6913"
28990,"3953.9884"
11912,"8945.3287"
28062,"6588.3858"
12206,"6528.6163"
25868,"6406.8343"
26536,"4989.0415"
13340,"5023.9074"
25996,"5081.7072"
29789,"313549.3888"
30091,"99385.9745"
13249,"5298.8507"
14979,"4622.4692"
13592,"10713.7817"
14287,"5681.2783"
29126,"3953.9884"
14425,"9207.1916"
28092,"3953.9884"
13083,"5008.4374"
11756,"8926.2122"
28166,"3953.9884"
11630,"6556.2524"
22234,"6603.8337"
11009,"8940.9197"
27570,"4992.9090"
12014,"4364.7169"
12113,"5234.9707"
26327,"4898.6510"
16712,"4881.6138"
20470,"4871.6021"
11281,"6542.9150"
21201,"5438.4675"
13551,"6213.3247"
12706,"7570.8077"
12186,"6534.1303"
13260,"7999.7139"
28186,"3953.9884"
30049,"461467.3178"
18214,"6732.9861"
13362,"4946.5906"
11675,"6517.5774"
29654,"50149.2315"
17986,"6398.9031"
24392,"4784.2191"
15591,"4802.7480"
20815,"4550.6774"
20820,"4578.8328"
23119,"4359.8135"
14048,"5661.7324"
20614,"6669.3381"
28182,"3953.9884"
13278,"5059.2674"
26642,"4961.9800"
26002,"5192.7376"
11058,"9114.0622"
16827,"7961.9229"
21947,"5119.3131"
18729,"5893.2413"
28156,"6627.0497"
13284,"5268.1207"
26611,"4961.9800"
29747,"20895.9208"
20160,"4682.1282"
16741,"6692.5541"
29730,"12438.7096"
13108,"6319.1190"
11101,"9130.0847"
12358,"7500.4744"
29661,"86090.9919"
29680,"69588.4447"
29946,"172785.8625"
12105,"6622.5524"
28169,"3953.9884"
28664,"5296.3977"
18930,"6669.3381"
28418,"5016.1034"
13807,"4979.9699"
12156,"6541.8653"
11854,"6613.6461"
16286,"7647.2769"
11332,"6359.2419"
13561,"4854.6609"
21946,"5149.0818"
29705,"543440.5911"
22905,"5110.5284"
20985,"4550.6774"
29606,"16030.1520"
13736,"4949.1210"
29791,"62725.1342"
29956,"331231.2975"
13431,"5074.7153"
29157,"3953.9884"
29542,"6104.5688"
29845,"7194.1139"
13161,"4998.5035"
23842,"5335.0616"
14149,"4881.6138"
23656,"4579.4958"
15699,"7701.3777"
15117,"7706.8917"
14939,"9245.8666"
14139,"4859.5138"
12373,"6561.1917"
12332,"11922.4308"
19989,"4967.5055"
15363,"5214.5393"
11069,"8954.9754"
28159,"6606.3641"
29613,"31727.7716"
24493,"3953.9884"
12394,"6227.6787"
16631,"6520.1078"
12340,"7461.1018"
13482,"4973.4089"
19595,"6735.0635"
19793,"6692.5541"
11292,"6530.7932"
12337,"8991.3961"
24303,"4649.0887"
13319,"5135.5014"
17513,"4707.5653"
17183,"7929.3254"
27614,"3953.9884"
29221,"4774.2852"
13279,"5009.5424"
29753,"9571.9115"
16476,"5210.6193"
16347,"6539.9426"
12510,"7117.3272"
28142,"3953.9884"
12707,"6572.7942"
29717,"88435.3409"
29398,"4380.7394"
22197,"5238.7857"
23664,"4355.3935"
18699,"5865.6053"
28164,"3953.9884"
17332,"4951.2067"
17914,"5192.1299"
11614,"4904.0544"
29011,"4789.7331"
18334,"5192.1299"
20236,"5833.5824"
13636,"7549.0944"
19420,"4767.9406"
28655,"3953.9884"
12000,"9042.2151"
13238,"4985.2545"
12644,"7556.1207"
15789,"4957.1055"
29656,"44104.1959"
17240,"4845.4582"
17799,"4317.8345"
12745,"5745.6902"
24304,"4360.9074"
29143,"3953.9884"
28155,"6588.3858"
22940,"4649.0887"
11967,"9009.0872"
13536,"6600.4303"
11290,"6556.2413"
29724,"444336.9798"
12624,"4838.8815"
15122,"5739.0602"
29544,"66718.9124"
11745,"6572.7942"
29352,"3953.9884"
16309,"7636.2048"
11329,"6517.5774"
14769,"4859.5138"
13254,"7515.2468"
16940,"5532.4036"
16538,"5149.1923"
29836,"291627.3902"
12395,"6594.9163"
30029,"68384.4244"
29983,"21069.7806"
29058,"3953.9884"
16931,"5268.3417"
29525,"298046.6089"
19974,"6653.8902"
29629,"389437.6577"
16291,"5438.4675"
29539,"67481.6300"
15755,"4866.5065"
26245,"4961.9800"
11995,"9115.1562"
26061,"6451.0453"
17082,"4300.1545"
11759,"8899.7254"
12772,"6534.1303"
29527,"20366.1058"
12214,"7518.3297"
14063,"6272.2559"
13324,"5002.0947"
12001,"8964.8761"
12839,"4853.1802"
20624,"6653.8902"
11885,"6520.1078"
16713,"6730.1020"
16025,"4234.2381"
15646,"4203.5065"
11809,"6551.7992"
28662,"5333.9456"
28847,"4812.9491"
29627,"281414.8380"
13555,"7165.3173"
11919,"9029.5297"
17726,"5217.5117"
28179,"3953.9884"
13329,"5312.0776"
12789,"6608.1432"
17765,"4338.8185"
28295,"3953.9884"
17328,"4848.4528"
13822,"7208.1471"
15085,"7988.4539"
21166,"5425.1854"
16743,"6708.0020"
19197,"5093.7599"
12219,"6593.7892"
11409,"4910.6955"
13958,"7556.6954"
12618,"6545.1692"
29844,"452727.9318"
27604,"3953.9884"
16594,"7990.6639"
23408,"4661.7962"
22181,"5164.6402"
12163,"6568.9267"
13842,"4867.2267"
12612,"6251.9887"
12208,"6579.4132"
12284,"6215.9009"
21966,"5149.1923"
21875,"5438.4675"
13957,"6237.9898"
13442,"4973.4089"
13557,"4909.9345"
15620,"6585.4907"
14186,"10824.9337"
19997,"6425.553"
22004,"4328.8845"
16580,"5999.8849"
28180,"3953.9884"
17898,"4650.1826"
12657,"8159.4287"
16589,"8114.7775"
11346,"4975.8684"
22910,"4290.2206"
11175,"7415.1579"
15716,"4936.0994"
11394,"9018.9769"
14324,"5659.1783"
29503,"11542.2556"
29976,"19322.1990"
13106,"6295.7592"
24590,"4322.2435"
12042,"6602.6292"
15623,"8007.7915"
15757,"4824.8827"
29906,"98531.0126"
13233,"5069.2014"
13680,"6572.8053"
19797,"6653.8902"
13101,"5233.3132"
28792,"3953.9884"
17502,"6708.0020"
12282,"5648.1394"
19975,"6692.5541"
20996,"4585.7390"
17913,"5230.7938"
20606,"6689.9132"
12025,"6531.1578"
12843,"6650.1774"
17922,"5328.0007"
16307,"7643.9398"
28200,"3953.9884"
20261,"5872.2463"
12850,"4869.0606"
29566,"29903.9498"
13264,"8028.4439"
19616,"5833.5824"
21229,"4639.1547"
15042,"4207.1766"
12480,"6528.6163"
22937,"4618.1597"
11104,"9031.1982"
14991,"7410.7599"
11445,"8948.3232"
18177,"7783.1367"
22881,"6627.0497"
11243,"7916.4963"
12346,"7585.2279"
11997,"7767.9070"
29223,"4812.9491"
29326,"3953.9884"
16829,"7939.8339"
29959,"7093.4713"
29501,"9945.1600"
20157,"4550.6774"
11324,"6569.4792"
29712,"653973.7646"
14525,"7365.4660"
11444,"8990.3022"
16570,"4662.3487"
12849,"6506.5053"
14940,"9246.1428"
16426,"6374.0407"
28853,"3953.9884"
12162,"6534.1303"
13679,"6556.2524"
16519,"5251.7888"
15642,"4168.5127"
21180,"4290.2206"
29044,"4774.2852"
14279,"5677.1677"
12402,"5766.3301"
24501,"3953.9884"
20445,"6716.9746"
15677,"7956.9504"
20416,"4550.6774"
12813,"4825.5552"
12033,"6573.8992"
17310,"6662.6749"
13492,"4973.0774"
30026,"99688.7645"
29616,"695242.2258"
12254,"6594.8942"
25998,"5138.0622"
18332,"5251.7888"
16824,"7667.1448"
29655,"59709.5091"
12826,"4893.3485"
19956,"6696.8526"
29842,"156413.2374"
29740,"72854.4681"
12883,"6492.4828"
11910,"8964.8983"
11606,"6544.0642"
18238,"6663.8241"
12189,"6575.0042"
13687,"6489.9524"
28193,"6648.0447"
29982,"35703.6859"
30092,"130063.1207"
29776,"116621.1333"
20617,"6694.3221"
12923,"4957.6295"
28042,"3953.9884"
11455,"8996.9433"
18493,"6662.6749"
21948,"5399.8036"
11004,"9056.5911"
20239,"6732.9861"
13778,"4859.5138"
13122,"7592.9298"
11515,"6552.9042"
14951,"4589.3413"
15059,"7506.8618"
15130,"5763.0152"
17233,"4804.2749"
17940,"4290.2206"
29485,"127379.7919"
17093,"7643.9398"
15754,"4880.0995"
20611,"6653.8902"
29871,"24125.5655"
11446,"9101.8961"
17904,"5230.7938"
20989,"4584.3578"
11319,"6552.9042"
21556,"5448.4015"
12898,"6584.4078"
12190,"6509.0357"
29641,"606819.6087"
11334,"9010.1922"
25952,"5081.7072"
29665,"10758.4855"
26324,"4933.2500"
30044,"159695.4590"
14050,"6243.5148"
23529,"3997.7022"
17811,"7723.4888"
13129,"7539.5789"
21874,"5125.9763"
12348,"7631.2276"
11813,"6578.3413"
12418,"6596.5407"
11333,"9020.4576"
29605,"279225.9956"
29803,"107198.4605"
15927,"7660.8573"
26042,"6363.7614"
15691,"9217.1256"
13844,"4813.0596"
12018,"6642.9728"
29242,"4812.9491"
14235,"6278.8306"
14950,"7414.0971"
11217,"6578.3413"
18488,"6692.5541"
11588,"4827.8426"
26041,"6476.383"
11531,"6492.4828"
12094,"6588.5847"
28844,"4793.0039"
20612,"6696.8526"
11541,"6600.4303"
29576,"8792.7330"
13080,"7563.0712"
20253,"6669.3381"
27621,"6598.3197"
29849,"5959.0370"
29528,"162305.8093"
28244,"6659.0726"
14260,"4106.4338"
21206,"4290.2206"
16389,"5125.9763"
18731,"6689.7364"
11766,"9149.9305"
15692,"9273.4916"
12341,"7558.8833"
24474,"4290.2206"
20427,"5872.2463"
27104,"4937.3149"
26313,"4958.3099"
13782,"7195.9700"
12808,"5648.1394"
20258,"6662.6749"
12349,"7483.2128"
20249,"5893.2413"
29920,"3980.7870"
23412,"3963.4251"
19988,"5033.7944"
17055,"4804.2749"
19588,"6692.5541"
29793,"302119.1881"
28670,"3953.9884"
12382,"6194.9170"
17941,"4344.3324"
27601,"3953.9884"
30074,"516254.7953"
17071,"4881.6138"
13257,"9880.1145"
13774,"4853.9778"
28660,"3953.9884"
11955,"6578.3413"
12768,"4891.5478"
18724,"6692.4436"
27649,"3953.9884"
12915,"6515.2900"
24307,"4594.9437"
27097,"4933.2500"
28851,"3953.9884"
25865,"5131.4322"
28167,"3953.9884"
11899,"9049.3976"
11398,"8966.0143"
18288,"6732.9861"
29677,"39661.4212"
12211,"6528.6163"
15669,"6517.5774"
14263,"6240.9608"
18275,"6653.8902"
13224,"5012.3160"
12281,"5712.1409"
14846,"7452.7499"
13250,"4974.2156"
12226,"4826.7044"
12010,"9064.8676"
19557,"5920.8553"
12655,"12044.0802"
14128,"4239.1995"
12385,"5656.2184"
21165,"5164.6402"
24592,"4305.6685"
30028,"13196.6562"
23662,"4328.8845"
28674,"4895.2495"
26066,"6444.3822"
11414,"7946.9060"
28830,"3953.9884"
17929,"4305.6685"
25942,"5081.7072"
29854,"7219.9268"
29693,"307800.8569"
11479,"5492.5237"
28293,"3953.9884"
12155,"6552.9042"
29584,"6504.8271"
28419,"5043.7284"
15083,"6506.5053"
12981,"5314.8401"
29992,"483162.6054"
22030,"4579.4958"
27616,"6628.4641"
15082,"7810.2312"
13345,"5259.2586"
23731,"5335.0616"
11743,"6517.5774"
14712,"7359.9521"
17985,"6648.4094"
13765,"7903.0595"
29636,"22534.9569"
11364,"5438.6112"
29702,"447403.4907"
12866,"6500.9913"
11108,"8977.0643"
15182,"4852.5077"
22939,"4376.9410"
11991,"8981.4622"
29140,"3953.9884"
28071,"6598.3197"
18701,"5920.3028"
17241,"4842.9388"
28651,"3953.9884"
16514,"5261.7228"
24366,"4579.4958"
22118,"4594.8553"
15923,"7285.0220"
18702,"5893.2413"
11546,"4928.7195"
15929,"7673.7637"
29894,"131237.7017"
14071,"6207.7998"
23540,"4007.6362"
29278,"4812.9491"
13082,"7631.5606"
21969,"5259.2172"
11278,"6528.6163"
21211,"5415.2515"
11093,"9038.9001"
14007,"4168.5127"
12684,"7616.8515"
29111,"4850.4970"
12267,"6489.9524"
29142,"3953.9884"
11298,"6544.0642"
29597,"11509.0757"
21394,"5146.5514"
29517,"18084.8734"
11610,"7499.0159"
17279,"6653.8902"
13081,"7483.2239"
11593,"6528.6163"
28586,"3953.9884"
29707,"469525.7490"
11261,"7348.9131"
13808,"4869.4478"
12754,"7186.0361"
11664,"6572.8053"
11327,"6536.6718"
28854,"4812.9491"
19502,"3939.7200"
16250,"4985.2545"
29032,"4850.4970"
24504,"3938.0433"
18133,"6387.4166"
19196,"5146.8000"
20226,"6704.2561"
11431,"10953.8430"
14302,"5680.5063"
12292,"5555.7835"
18207,"6728.9970"
24597,"4430.5003"
20613,"6692.5541"
29551,"143019.6297"
27671,"6627.0497"
23592,"5833.5824"
13104,"7618.3559"
29546,"534117.5619"
29523,"696703.6050"
23432,"4618.1597"
20154,"4589.3413"
29526,"63438.0774"
30115,"10033.8172"
28824,"3953.9884"
27294,"5017.2190"
13132,"7603.0833"
11006,"8971.5283"
30015,"66640.3556"
13691,"6604.2978"
19096,"6730.1020"
25990,"6460.9793"
22958,"4650.1826"
21741,"4560.6113"
29059,"3953.9884"
29586,"50117.8904"
24463,"4328.8845"
11395,"6331.6169"
13783,"6580.5292"
27543,"4937.3149"
13243,"4985.2545"
23164,"5311.8456"
29167,"4823.1483"
28061,"6636.9837"
28842,"4854.9060"
13477,"4985.2545"
11403,"5561.6194"
29593,"24927.7595"
15630,"5675.6889"
29942,"167810.3704"
12833,"4816.7705"
13461,"4946.5906"
21949,"5149.1923"
12710,"5275.3142"
14597,"5307.6576"
16707,"4837.4138"
22996,"6669.3381"
29883,"98196.5690"
22373,"6603.8337"
29626,"14250.8476"
12005,"7718.2152"
12125,"9497.9277"
20450,"6653.8902"
13380,"5326.4426"
28650,"3953.9884"
15439,"4203.5065"
15920,"6903.5124"
29658,"329150.8419"
14262,"6246.0563"
30023,"11245.1760"
15030,"4183.9606"
17910,"5192.1299"
